date,nav,scheme_code,scheme_name,fund_house,scheme_category
2013-02-20,37.0262,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-02-21,36.4619,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-02-22,36.4484,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-02-25,36.4723,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-02-26,35.8924,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-02-27,36.1112,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-02-28,35.467,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-01,35.6398,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-04,35.505,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-05,36.0335,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-06,36.2445,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-07,36.5202,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-08,37.0283,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-11,37.0012,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-12,36.8255,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-13,36.4331,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-14,36.7902,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-15,36.5633,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-18,36.3387,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-19,35.7827,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-20,35.4622,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-21,35.244,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-22,35.2104,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-25,35.0984,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-26,35.1449,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-03-28,35.3949,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-01,35.5254,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-02,35.7928,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-03,35.3288,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-04,34.7216,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-05,34.5873,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-08,34.5189,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-09,34.2224,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-10,34.6143,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-11,34.832,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-12,34.425,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-15,34.6683,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-16,35.4151,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-17,35.4123,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-18,35.9969,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-22,36.3099,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-23,36.3242,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-25,36.8166,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-26,36.5354,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-29,36.7348,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-04-30,36.8953,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-02,37.3227,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-03,36.9754,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-06,37.1401,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-07,37.5909,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-08,37.7492,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-09,37.6283,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-10,37.9333,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-13,37.2165,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-14,37.3076,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-15,38.2449,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-16,38.3877,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-17,38.4949,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-20,38.3006,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-21,38.0328,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-22,37.9095,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-23,37.1136,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-24,37.2127,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-27,37.8299,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-28,38.0238,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-29,37.979,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-30,38.1701,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-05-31,37.3658,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-03,37.0721,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-04,36.948,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-05,36.974,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-06,36.9735,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-07,36.7206,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-10,36.6985,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-11,36.1444,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-12,35.9647,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-13,35.6174,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-14,36.2917,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-17,36.547,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-18,36.3198,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-19,36.3717,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-20,35.3364,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-21,35.4077,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-24,34.9225,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-25,35.0401,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-26,34.9113,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-27,35.5258,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-06-28,36.5135,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-01,36.8594,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-02,36.6004,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-03,36.0596,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-04,36.4815,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-05,36.6843,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-08,36.3283,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-09,36.6229,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-10,36.3776,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-11,37.1138,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-12,37.5773,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-15,37.7203,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-16,37.2436,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-17,37.357,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-18,37.7787,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-19,37.7116,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-22,37.7249,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-23,38.0119,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-24,37.462,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-25,36.9367,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-26,36.8058,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-29,36.4536,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-30,35.9881,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-07-31,35.9082,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-01,35.8189,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-02,35.5077,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-05,35.5498,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-06,34.6601,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-07,34.5158,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-08,34.7977,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-12,35.0817,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-13,35.6382,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-14,35.9045,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-16,34.4531,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-19,33.8784,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-20,33.7949,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-21,33.185,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-22,33.8352,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-23,34.2237,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-26,34.2494,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-27,33.0838,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-28,33.0677,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-29,33.8294,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-08-30,34.2181,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-02,34.7012,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-03,33.4187,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-04,34.0746,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-05,34.9812,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-06,35.5355,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-10,36.8639,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-11,36.9648,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-12,36.5695,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-13,36.5682,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-16,36.5015,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-17,36.5619,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-18,36.8667,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-19,38.2208,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-20,37.5675,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-23,36.8019,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-24,36.8164,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-25,36.6998,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-26,36.7479,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-27,36.4418,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-09-30,35.8287,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-01,36.1104,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-03,36.9164,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-04,36.9049,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-07,36.8984,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-08,37.0397,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-09,37.5338,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-10,37.6209,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-11,38.0912,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-14,38.194,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-15,38.0501,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-17,37.8009,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-18,38.6962,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-21,38.7942,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-22,38.7854,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-23,38.6358,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-24,38.5527,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-25,38.4455,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-28,38.1698,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-29,38.9202,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-30,39.1159,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-10-31,39.423,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-11-01,39.4769,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-11-05,39.1375,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-11-06,38.9081,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-11-07,38.7425,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-11-08,38.4566,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-11-11,38.0722,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
2013-11-12,37.6952,120716,UTI Nifty 50 Index Fund - Growth Option- Direct,UTI Mutual Fund,Other Scheme - Index Funds
