date,nav,scheme_code,scheme_name,fund_house,scheme_category
2013-02-18,11.118,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-02-19,11.183,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-02-20,11.125,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-02-21,10.94,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-02-22,10.94,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-02-25,10.895,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-02-26,10.765,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-02-27,10.858,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-02-28,10.575,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-01,10.637,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-04,10.583,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-05,10.743,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-06,10.903,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-07,11.007,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-08,11.095,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-11,11.091,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-12,11.017,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-13,10.847,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-14,10.998,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-15,10.895,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-18,10.801,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-19,10.6,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-20,10.41,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-21,10.33,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-22,10.286,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-25,10.264,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-26,10.308,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-03-28,10.442,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-01,10.508,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-02,10.65,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-03,10.532,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-04,10.368,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-05,10.38,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-08,10.343,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-09,10.234,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-10,10.293,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-11,10.375,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-12,10.212,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-15,10.293,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-16,10.413,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-17,10.431,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-18,10.579,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-22,10.679,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-23,10.658,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-25,10.72,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-26,10.622,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-29,10.657,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-04-30,10.7,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-02,10.776,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-03,10.635,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-06,10.681,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-07,10.757,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-08,10.709,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-09,10.699,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-10,10.756,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-13,10.588,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-14,10.618,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-15,10.829,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-16,10.88,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-17,10.935,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-20,10.89,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-21,10.804,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-22,10.728,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-23,10.418,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-24,10.448,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-27,10.507,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-28,10.562,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-29,10.497,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-30,10.512,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-05-31,10.365,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-03,10.363,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-04,10.341,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-05,10.3,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-06,10.339,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-07,10.299,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-10,10.242,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-11,10.061,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-12,9.994,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-13,9.866,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-14,10.028,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-17,10.047,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-18,10.003,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-19,10.005,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-20,9.718,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-21,9.661,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-24,9.453,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-25,9.419,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-26,9.416,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-27,9.529,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-06-28,9.813,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-01,9.952,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-02,9.909,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-03,9.648,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-04,9.737,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-05,9.746,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-08,9.642,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-09,9.738,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-10,9.678,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-11,9.822,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-12,10.005,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-15,10.044,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-16,9.839,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-17,9.763,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-18,9.851,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-19,9.858,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-22,9.85,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-23,9.903,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-24,9.722,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-25,9.646,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-26,9.507,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-29,9.437,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-30,9.31,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-07-31,9.332,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-01,9.234,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-02,9.129,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-05,9.142,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-06,8.928,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-07,9.059,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-08,9.129,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-12,9.196,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-13,9.323,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-14,9.449,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-16,9.103,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-19,8.974,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-20,9.034,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-21,8.88,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-22,9.042,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-23,9.172,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-26,9.199,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-27,8.945,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-28,8.87,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-29,8.982,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-08-30,9.042,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-09-02,9.183,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-09-03,8.911,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-09-04,9.053,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-09-05,9.328,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-09-06,9.433,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-09-10,9.661,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
2013-09-11,9.82,119061,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund
